0 1 
1.56146 1
1.56146 1 
1.59745 1
1.59745 1 
1.6029 1
1.6029 1 
1.61869 1
1.61869 1 
1.64576 1
1.64576 1 
1.64991 1
1.64991 1 
1.66867 1
1.66867 1 
1.69915 1
1.69915 1 
1.71908 1
1.71908 2 
1.72743 2
1.72743 2 
1.73756 2
1.73756 2 
1.7381 2
1.7381 2 
1.75515 2
1.75515 2 
1.7762 2
1.7762 3 
1.78271 3
1.78271 3 
1.79516 3
1.79516 4 
1.81955 4
1.81955 4 
1.82624 4
1.82624 4 
1.84137 4
1.84137 4 
1.85278 4
1.85278 4 
1.86045 4
1.86045 4 
1.87492 4
1.87492 4 
1.88604 4
1.88604 4 
1.88745 4
1.88745 4 
1.89688 4
1.89688 4 
1.89753 4
1.89753 4 
1.90575 4
1.90575 4 
1.90912 4
1.90912 5 
1.91158 5
1.91158 5 
1.92409 5
1.92409 5 
1.92553 5
1.92553 5 
1.92756 5
1.92756 5 
1.93039 5
1.93039 5 
1.93431 5
1.93431 5 
1.93856 5
1.93856 5 
1.94521 5
1.94521 5 
1.94651 5
1.94651 5 
1.95155 5
1.95155 5 
1.95354 5
1.95354 5 
1.97124 5
1.97124 5 
1.97928 5
1.97928 5 
1.97957 5
1.97957 6 
1.98034 6
1.98034 6 
1.984 6
1.984 6 
1.9861 6
1.9861 6 
1.99343 6
1.99343 6 
1.9993 6
1.9993 6 
1.99949 6
1.99949 6 
2.0007 6
2.0007 6 
2.00605 6
2.00605 6 
2.00728 6
2.00728 6 
2.00766 6
2.00766 6 
2.00916 6
2.00916 6 
2.01381 6
2.01381 6 
2.01689 6
2.01689 6 
2.02412 6
2.02412 6 
2.02629 6
2.02629 6 
2.03229 6
2.03229 6 
2.03597 6
2.03597 7 
2.03967 7
2.03967 7 
2.04503 7
2.04503 8 
2.05046 8
2.05046 8 
2.06043 8
2.06043 9 
2.06083 9
2.06083 10 
2.06266 10
2.06266 10 
2.06297 10
2.06297 10 
2.07011 10
2.07011 10 
2.07487 10
2.07487 10 
2.08265 10
2.08265 10 
2.08444 10
2.08444 10 
2.08513 10
2.08513 10 
2.08662 10
2.08662 10 
2.08845 10
2.08845 10 
2.089 10
2.089 10 
2.11848 10
2.11848 10 
2.11881 10
2.11881 10 
2.12177 10
2.12177 10 
2.12484 10
2.12484 10 
2.13927 10
2.13927 10 
2.14276 10
2.14276 10 
2.14615 10
2.14615 10 
2.14715 10
2.14715 10 
2.15687 10
2.15687 10 
2.15828 10
2.15828 10 
2.1586 10
2.1586 10 
2.15898 10
2.15898 10 
2.15909 10
2.15909 10 
2.15951 10
2.15951 10 
2.17183 10
2.17183 10 
2.17221 10
2.17221 10 
2.17892 10
2.17892 10 
2.18117 10
2.18117 10 
2.18493 10
2.18493 10 
2.18591 10
2.18591 10 
2.18615 10
2.18615 10 
2.18616 10
2.18616 10 
2.18775 10
2.18775 10 
2.18911 10
2.18911 11 
2.1914 11
2.1914 12 
2.19924 12
2.19924 12 
2.20015 12
2.20015 12 
2.20569 12
2.20569 12 
2.2105 12
2.2105 13 
2.21305 13
2.21305 13 
2.2152 13
2.2152 14 
2.21945 14
2.21945 15 
2.2197 15
2.2197 15 
2.21973 15
2.21973 15 
2.2198 15
2.2198 15 
2.22582 15
2.22582 15 
2.22905 15
2.22905 15 
2.23812 15
2.23812 15 
2.24169 15
