0,2.1001683776118
0.001,2.1009228893519913
0.002,2.1016784902376338
0.003,2.102435182864747
0.004,2.103192969838388
0.005,2.1039518537726853
0.006,2.1047118372908917
0.007,2.105472923025418
0.008,2.1062351136178754
0.009,2.1069984117191214
0.01,2.1077628199892966
0.011,2.108528341097869
0.012,2.109294977723683
0.013,2.1100627325549874
0.014,2.1108316082894953
0.015,2.111601607634416
0.016,2.112372733306499
0.017,2.113144988032089
0.018,2.113918374547155
0.019,2.114692895597344
0.02,2.115468553938022
0.021,2.1162453523343205
0.022,2.11702329356118
0.023,2.117802380403395
0.024,2.1185826156556673
0.025,2.119364002122634
0.026,2.120146542618935
0.027,2.120930239969241
0.028,2.121715097008313
0.029,2.122501116581044
0.03,2.1232883015425035
0.031,2.124076654757992
0.032,2.124866179103078
0.033,2.1256568774636593
0.034,2.126448752736001
0.035,2.127241807826787
0.036,2.12803604565317
0.037,2.128831469142818
0.038,2.129628081233968
0.039,2.13042588487547
0.04,2.1312248830268414
0.041,2.132025078658316
0.042,2.1328264747508907
0.043,2.1336290742963824
0.044,2.1344328802974766
0.045,2.1352378957677787
0.046,2.1360441237318595
0.047,2.1368515672253228
0.048,2.137660229294838
0.049,2.1384701129982107
0.05,2.1392812214044197
0.051,2.1400935575936857
0.052,2.1409071246575087
0.053,2.1417219256987376
0.054,2.1425379638316127
0.055,2.1433552421818236
0.056,2.1441737638865654
0.057,2.1449935320945923
0.058,2.145814549966279
0.059,2.14663682067366
0.06,2.1474603474005067
0.061,2.148285133342367
0.062,2.1491111817066337
0.063,2.149938495712594
0.064,2.1507670785914885
0.065,2.1515969335865726
0.066,2.1524280639531677
0.067,2.1532604729587286
0.068,2.1540941638828923
0.069,2.154929140017547
0.07,2.1557654046668824
0.071,2.1566029611474566
0.072,2.157441812788253
0.073,2.1582819629307384
0.074,2.1591234149289313
0.075,2.1599661721494554
0.076,2.1608102379716074
0.077,2.16165561578741
0.078,2.162502309001688
0.079,2.163350321032117
0.08,2.1641996553092953
0.081,2.165050315276809
0.082,2.165902304391281
0.083,2.1667556261224576
0.084,2.1676102839532536
0.085,2.168466281379831
0.086,2.1693236219116536
0.087,2.17018230907156
0.088,2.1710423463958297
0.089,2.171903737434243
0.09,2.172766485750159
0.091,2.173630594920573
0.092,2.1744960685361865
0.093,2.1753629102014833
0.094,2.176231123534784
0.095,2.1771007121683317
0.096,2.1779716797483446
0.097,2.178844029935102
0.098,2.1797177664030007
0.099,2.180592892840637
0.1,2.181469412950869
0.101,2.1823473304508956
0.102,2.1832266490723216
0.103,2.1841073725612383
0.104,2.184989504678291
0.105,2.185873049198753
0.106,2.186758009912599
0.107,2.1876443906245857
0.108,2.188532195154313
0.109,2.189421427336318
0.11,2.1903120910201337
0.111,2.191204190070376
0.112,2.192097728366817
0.113,2.1929927098044555
0.114,2.193889138293612
0.115,2.1947870177599853
0.116,2.195686352144753
0.117,2.1965871454046297
0.118,2.1974894015119615
0.119,2.198393124454801
0.12,2.1992983182369876
0.121,2.200204986878228
0.122,2.201113134414182
0.123,2.202022764896538
0.124,2.202933882393103
0.125,2.203846490987879
0.126,2.204760594781159
0.127,2.2056761978895905
0.128,2.206593304446278
0.129,2.2075119186008614
0.13,2.2084320445196086
0.131,2.2093536863854895
0.132,2.2102768483982707
0.133,2.211201534774607
0.134,2.212127749748122
0.135,2.2130554975695005
0.136,2.2139847825065764
0.137,2.214915608844426
0.138,2.2158479808854494
0.139,2.216781902949474
0.14,2.21771737937384
0.141,2.2186544145134848
0.142,2.2195930127410515
0.143,2.2205331784469706
0.144,2.2214749160395564
0.145,2.2224182299451063
0.146,2.2233631246079915
0.147,2.2243096044907475
0.148,2.2252576740741863
0.149,2.226207337857479
0.15,2.227158600358257
0.151,2.2281114661127144
0.152,2.229065939675703
0.153,2.2300220256208325
0.154,2.2309797285405746
0.155,2.231939053046358
0.156,2.2329000037686737
0.157,2.2338625853571763
0.158,2.2348268024807902
0.159,2.2357926598278004
0.16,2.2367601621059765
0.161,2.2377293140426637
0.162,2.238700120384896
0.163,2.2396725858994913
0.164,2.2406467153731717
0.165,2.241622513612666
0.166,2.2425999854448153
0.167,2.2435791357166894
0.168,2.244559969295684
0.169,2.24554249106965
0.17,2.2465267059469887
0.171,2.247512618856768
0.172,2.2485002347488416
0.173,2.2494895585939583
0.174,2.250480595383871
